id,category,query1,query2,label
2690,胸膜炎,胸膜炎照x光可以查出来吗,胸膜炎照x光应该挂什么科？,0
2690,胸膜炎,照x光可以查出来胸膜炎吗,胸膜炎照x光能不能查出来,1
2691,胸膜炎,照x光可以查出来胸膜炎吗,胸膜炎需要照X光吗,0
2697,胸膜炎,胸膜炎患者干体力活可以吗,得了胸膜炎可以干体力活吗？,1
2698,胸膜炎,胸膜炎患者干体力活可以吗,胸膜炎患者干体力活可以不,1
2699,胸膜炎,胸膜炎患者干体力活可以吗,胸膜炎患者干体力活需要注意什么？,0
2699,胸膜炎,胸膜炎患者干体力活可以吗,胸膜炎患者干体力活会不会胸痛,0
2699,胸膜炎,胸膜炎患者干体力活可以吗,胸膜炎可以治愈吗,0
2699,胸膜炎,得了胸膜炎可以干体力活吗？,胸膜炎患者干体力活可以不,1
2700,胸膜炎,得了胸膜炎可以干体力活吗？,胸膜炎患者干体力活需要注意什么？,0
2706,胸膜炎,胸膜炎跟心情不好有关系吗,胸膜炎跟心情不好有什么关系,1
2707,胸膜炎,胸膜炎跟心情不好有关系吗,心情不好跟胸膜炎有关系吗？,1
2708,胸膜炎,胸膜炎跟心情不好有关系吗,得了胸膜炎是什么感觉,0
2708,胸膜炎,胸膜炎跟心情不好有关系吗,患者得了胸膜炎没有胃口怎么办？,0
2708,胸膜炎,胸膜炎跟心情不好有关系吗,怎么判断是不是得了胸膜炎,0
2708,胸膜炎,胸膜炎跟心情不好有什么关系,心情不好跟胸膜炎有关系吗？,1
2709,胸膜炎,胸膜炎跟心情不好有什么关系,得了胸膜炎是什么感觉,0
2715,胸膜炎,得过胸膜炎能保重大疾病险吗,得过胸膜炎可以保重大疾病险吗？,1
2716,胸膜炎,得过胸膜炎能保重大疾病险吗,得过胸膜炎保重大疾病险可以吗,1
2717,胸膜炎,得过胸膜炎能保重大疾病险吗,重大疾病险都包括什么,0
2717,胸膜炎,得过胸膜炎能保重大疾病险吗,得过胸膜炎还会引起其他病吗,0
2717,胸膜炎,得过胸膜炎能保重大疾病险吗,得过胸膜炎治愈后用不用定期检查,0
2717,胸膜炎,得过胸膜炎可以保重大疾病险吗？,得过胸膜炎保重大疾病险可以吗,1
2718,胸膜炎,得过胸膜炎可以保重大疾病险吗？,重大疾病险都包括什么,0
2724,胸膜炎,支气管堵塞会引起胸膜炎吗,支气管堵塞有可能引起胸膜炎吗,1
2725,胸膜炎,支气管堵塞会引起胸膜炎吗,引起胸膜炎会是支气管堵塞吗？,1
2726,胸膜炎,支气管堵塞会引起胸膜炎吗,支气管的症状是什么,0
2726,胸膜炎,支气管堵塞会引起胸膜炎吗,支气管堵塞应该怎么治疗,0
2726,胸膜炎,支气管堵塞会引起胸膜炎吗,支气管堵塞会引起呼吸困难吗？,0
2726,胸膜炎,支气管堵塞有可能引起胸膜炎吗,引起胸膜炎会是支气管堵塞吗？,1
2727,胸膜炎,支气管堵塞有可能引起胸膜炎吗,支气管的症状是什么,0
2733,胸膜炎,胸膜炎活动时疼痛会加重吗,胸膜炎活动时疼痛有加重的可能性吗？,1
2734,胸膜炎,胸膜炎活动时疼痛会加重吗,胸膜炎活动时疼痛有加重的机率吗？,1
2735,胸膜炎,胸膜炎活动时疼痛会加重吗,胸膜炎患者可以剧烈运动吗？,0
2735,胸膜炎,胸膜炎活动时疼痛会加重吗,胸膜炎活动时疼痛该注意什么,0
2735,胸膜炎,胸膜炎活动时疼痛会加重吗,胸膜炎活动时可以做什么运动,0
2735,胸膜炎,胸膜炎活动时疼痛有加重的可能性吗？,胸膜炎活动时疼痛有加重的机率吗？,1
2736,胸膜炎,胸膜炎活动时疼痛有加重的可能性吗？,胸膜炎患者可以剧烈运动吗？,0
2742,胸膜炎,胸膜炎会双侧肋骨疼吗?,双侧肋骨疼会是胸膜炎引起吗?,1
2743,胸膜炎,胸膜炎会双侧肋骨疼吗?,胸膜炎会引起双侧肋骨疼吗?,1
2744,胸膜炎,胸膜炎会双侧肋骨疼吗?,双侧肋骨疼是剧烈运动造成的吗？,0
2744,胸膜炎,胸膜炎会双侧肋骨疼吗?,双侧肋骨疼是什么原因,0
2744,胸膜炎,胸膜炎会双侧肋骨疼吗?,双侧肋骨疼需要拍片吗,0
2744,胸膜炎,双侧肋骨疼会是胸膜炎引起吗?,胸膜炎会引起双侧肋骨疼吗?,1
2745,胸膜炎,双侧肋骨疼会是胸膜炎引起吗?,双侧肋骨疼是剧烈运动造成的吗？,0
2751,胸膜炎,胸膜炎肺炎用什么消炎药好,用什么消炎药对胸膜炎肺炎好,1
2752,胸膜炎,胸膜炎肺炎用什么消炎药好,治疗胸膜炎肺炎有什么效果好的消炎药,1
2753,胸膜炎,胸膜炎肺炎用什么消炎药好,治疗胸膜炎肺炎的办法有什么,0
2753,胸膜炎,胸膜炎肺炎用什么消炎药好,胸膜炎肺炎吃什么药,0
2753,胸膜炎,胸膜炎肺炎用什么消炎药好,胸膜炎肺炎好治疗吗,0
2753,胸膜炎,用什么消炎药对胸膜炎肺炎好,治疗胸膜炎肺炎有什么效果好的消炎药,1
2754,胸膜炎,用什么消炎药对胸膜炎肺炎好,治疗胸膜炎肺炎的办法有什么,0
2760,胸膜炎,胸膜炎的药会影响生育吗,吃了结核性胸膜炎的药影响生育吗？,1
2761,胸膜炎,胸膜炎的药会影响生育吗,胸膜炎的药对怀孕有什么影响吗,1
2762,胸膜炎,胸膜炎的药会影响生育吗,胸膜炎的药有副作用吗,0
2762,胸膜炎,胸膜炎的药会影响生育吗,治疗胸膜炎的药有副作用吗,0
2762,胸膜炎,胸膜炎的药会影响生育吗,一般治疗胸膜炎的药哪个效果好,0
2762,胸膜炎,吃了结核性胸膜炎的药影响生育吗？,胸膜炎的药对怀孕有什么影响吗,1
2763,胸膜炎,吃了结核性胸膜炎的药影响生育吗？,胸膜炎的药有副作用吗,0
2769,胸膜炎,如何检查出开放性结核胸膜炎,怎样才能检查出开放性结核胸膜炎,1
2770,胸膜炎,如何检查出开放性结核胸膜炎,开放性结核胸膜炎怎么检查,1
2771,胸膜炎,如何检查出开放性结核胸膜炎,什么是开放性结核胸膜炎,0
2771,胸膜炎,如何检查出开放性结核胸膜炎,开放性结核胸膜炎会不会癌变,0
2771,胸膜炎,如何检查出开放性结核胸膜炎,开放性结核胸膜炎传染吗,0
2771,胸膜炎,怎样才能检查出开放性结核胸膜炎,开放性结核胸膜炎怎么检查,1
2772,胸膜炎,怎样才能检查出开放性结核胸膜炎,什么是开放性结核胸膜炎,0
2778,胸膜炎,结核胸膜炎什么情况下会发热,什么情况下结核胸膜炎会发热,1
2779,胸膜炎,结核胸膜炎什么情况下会发热,结核胸膜炎在哪种情况下会发热,1
2780,胸膜炎,结核胸膜炎什么情况下会发热,发热多少度可以吃退烧药,0
2780,胸膜炎,结核胸膜炎什么情况下会发热,结核胸膜炎发热有什么特点,0
2780,胸膜炎,结核胸膜炎什么情况下会发热,治愈后结核胸膜炎患者发热是不是复发,0
2780,胸膜炎,什么情况下结核胸膜炎会发热,结核胸膜炎在哪种情况下会发热,1
2781,胸膜炎,什么情况下结核胸膜炎会发热,发热多少度可以吃退烧药,0
2787,胸膜炎,得过胸膜炎胸片能看出来吗,得过胸膜炎胸片能不能看出来,1
2788,胸膜炎,得过胸膜炎胸片能看出来吗,胸片能看出来得过胸膜炎吗,1
2789,胸膜炎,得过胸膜炎胸片能看出来吗,得过胸膜炎影响生育吗,0
2789,胸膜炎,得过胸膜炎胸片能看出来吗,拍胸片和做CT有什么区别吗,0
2789,胸膜炎,得过胸膜炎胸片能看出来吗,得过胸膜炎会得其他病吗？,0
2789,胸膜炎,得过胸膜炎胸片能不能看出来,胸片能看出来得过胸膜炎吗,1
2790,胸膜炎,得过胸膜炎胸片能不能看出来,得过胸膜炎影响生育吗,0
2796,胸膜炎,胸膜炎治不好是怎么回事,胸膜炎治不好是什么原因,1
2797,胸膜炎,胸膜炎治不好是怎么回事,胸膜炎一直治不好是咋回事,1
2798,胸膜炎,胸膜炎治不好是怎么回事,胸膜炎治好有没有后遗症,0
2798,胸膜炎,胸膜炎治不好是怎么回事,胸膜炎治不好会不会癌变,0
2798,胸膜炎,胸膜炎治不好是怎么回事,胸膜炎治不好该怎么办,0
2798,胸膜炎,胸膜炎治不好是什么原因,胸膜炎一直治不好是咋回事,1
2799,胸膜炎,胸膜炎治不好是什么原因,胸膜炎治好有没有后遗症,0
2805,胸膜炎,胸膜炎患者是怎么抗病的,胸膜炎患者抗病的变现有哪些,1
2806,胸膜炎,胸膜炎患者是怎么抗病的,胸膜炎患者抗病的方法都有什么,1
2807,胸膜炎,胸膜炎患者是怎么抗病的,胸膜炎患者不能吃什么,0
2807,胸膜炎,胸膜炎患者是怎么抗病的,得了胸膜炎该如何治疗,0
2807,胸膜炎,胸膜炎患者是怎么抗病的,胸膜炎患者应该保持什么心情,0
2807,胸膜炎,胸膜炎患者抗病的变现有哪些,胸膜炎患者抗病的方法都有什么,1
2808,胸膜炎,胸膜炎患者抗病的变现有哪些,胸膜炎患者不能吃什么,0
2814,胸膜炎,什么样的人容易得胸膜炎,哪种人容易得胸膜炎,1
2815,胸膜炎,什么样的人容易得胸膜炎,容易得胸膜炎的是什么人群,1
2816,胸膜炎,什么样的人容易得胸膜炎,容易得胸膜炎该怎么预防,0
2816,胸膜炎,什么样的人容易得胸膜炎,预防胸膜炎的小妙招是什么,0
2816,胸膜炎,什么样的人容易得胸膜炎,孕妇得了胸膜炎怎么治疗,0
2816,胸膜炎,哪种人容易得胸膜炎,容易得胸膜炎的是什么人群,1
2817,胸膜炎,哪种人容易得胸膜炎,容易得胸膜炎该怎么预防,0
2823,胸膜炎,治疗胸膜炎时胸水多了怎么回事？,为什么治疗胸膜炎时胸水变多了,1
2824,胸膜炎,治疗胸膜炎时胸水多了怎么回事？,治疗胸膜炎时胸水多了是什么原因,1
2825,胸膜炎,治疗胸膜炎时胸水多了怎么回事？,治疗胸膜炎有什么办法,0
2825,胸膜炎,治疗胸膜炎时胸水多了怎么回事？,治疗胸膜炎时胸水多了排不出来咋办,0
2825,胸膜炎,治疗胸膜炎时胸水多了怎么回事？,治疗胸膜炎时胸水多了需要注意什么,0
2825,胸膜炎,为什么治疗胸膜炎时胸水变多了,治疗胸膜炎时胸水多了是什么原因,1
2826,胸膜炎,为什么治疗胸膜炎时胸水变多了,治疗胸膜炎有什么办法,0
2832,胸膜炎,治疗好的胸膜炎病人长寿吗?,治疗好的胸膜炎病人可以长寿吗,1
2833,胸膜炎,治疗好的胸膜炎病人长寿吗?,治疗好的胸膜炎病人长寿的机率大吗,1
2834,胸膜炎,治疗好的胸膜炎病人长寿吗?,治疗好的胸膜炎病人留后遗症吗,0
2834,胸膜炎,治疗好的胸膜炎病人长寿吗?,治疗好的胸膜炎病人会复发吗,0
2834,胸膜炎,治疗好的胸膜炎病人长寿吗?,长寿有什么秘诀吗,0
2834,胸膜炎,治疗好的胸膜炎病人可以长寿吗,治疗好的胸膜炎病人长寿的机率大吗,1
2835,胸膜炎,治疗好的胸膜炎病人可以长寿吗,治疗好的胸膜炎病人留后遗症吗,0
2841,胸膜炎,胸膜炎与戒白粉有关系吗,胸膜炎与戒白粉有什么关系,1
2842,胸膜炎,胸膜炎与戒白粉有关系吗,胸膜炎与戒白粉关系大吗,1
2843,胸膜炎,胸膜炎与戒白粉有关系吗,什么是戒白粉,0
2843,胸膜炎,胸膜炎与戒白粉有关系吗,戒白粉有什么办法,0
2843,胸膜炎,胸膜炎与戒白粉有关系吗,胸膜炎患者自愈后还会出现胸闷吗,0
2843,胸膜炎,胸膜炎与戒白粉有什么关系,胸膜炎与戒白粉关系大吗,1
2844,胸膜炎,胸膜炎与戒白粉有什么关系,什么是戒白粉,0
2850,胸膜炎,胸膜炎抽水后十年会复发吗？,胸膜炎抽水后十年会引起复发吗？,1
2851,胸膜炎,胸膜炎抽水后十年会复发吗？,胸膜炎抽水后十年复发的可能性大吗,1
2852,胸膜炎,胸膜炎抽水后十年会复发吗？,胸膜炎抽水后如何运动,0
2852,胸膜炎,胸膜炎抽水后十年会复发吗？,胸膜炎抽水后能洗澡吗,0
2852,胸膜炎,胸膜炎抽水后十年会复发吗？,胸膜炎是怎么抽水的,0
2852,胸膜炎,胸膜炎抽水后十年会引起复发吗？,胸膜炎抽水后十年复发的可能性大吗,1
2853,胸膜炎,胸膜炎抽水后十年会引起复发吗？,胸膜炎抽水后如何运动,0
2859,胸膜炎,胸膜炎半年后每天喝点红酒行吗,胸膜炎半年后每天喝点红酒可以吗,1
2860,胸膜炎,胸膜炎半年后每天喝点红酒行吗,胸膜炎半年后能不能每天喝点红酒,1
2861,胸膜炎,胸膜炎半年后每天喝点红酒行吗,喝红酒行对身体有什么危害吗,0
2861,胸膜炎,胸膜炎半年后每天喝点红酒行吗,胸膜炎半年后需要复查吗,0
2861,胸膜炎,胸膜炎半年后每天喝点红酒行吗,胸膜炎半年能要孩子吗,0
2861,胸膜炎,胸膜炎半年后每天喝点红酒可以吗,胸膜炎半年后能不能每天喝点红酒,1
2862,胸膜炎,胸膜炎半年后每天喝点红酒可以吗,喝红酒行对身体有什么危害吗,0
2868,胸膜炎,细菌胸膜炎吃什么消炎药,细菌胸膜炎能吃什么消炎药,1
2869,胸膜炎,细菌胸膜炎吃什么消炎药,细菌胸膜炎应该吃什么消炎药效果好,1
2870,胸膜炎,细菌胸膜炎吃什么消炎药,细菌胸膜炎会不会传染,0
2870,胸膜炎,细菌胸膜炎吃什么消炎药,得了细菌胸膜炎好治吗,0
2870,胸膜炎,细菌胸膜炎吃什么消炎药,为什么会得细菌胸膜炎,0
2870,胸膜炎,细菌胸膜炎能吃什么消炎药,细菌胸膜炎应该吃什么消炎药效果好,1
2871,胸膜炎,细菌胸膜炎能吃什么消炎药,细菌胸膜炎会不会传染,0
2877,胸膜炎,淋巴颗粒能造成胸膜炎吗,淋巴颗粒对胸膜炎有什么影响吗,1
2878,胸膜炎,淋巴颗粒能造成胸膜炎吗,淋巴颗粒会不会引发胸膜炎,1
2879,胸膜炎,淋巴颗粒能造成胸膜炎吗,急性淋巴颗粒该怎么用药,0
2879,胸膜炎,淋巴颗粒能造成胸膜炎吗,胸膜炎是什么引起的,0
2879,胸膜炎,淋巴颗粒能造成胸膜炎吗,淋巴颗粒的危害有哪些,0
2879,胸膜炎,淋巴颗粒对胸膜炎有什么影响吗,淋巴颗粒会不会引发胸膜炎,1
2880,胸膜炎,淋巴颗粒对胸膜炎有什么影响吗,急性淋巴颗粒该怎么用药,0
2886,胸膜炎,结核胸膜炎x光会显示吗,结核胸膜炎x光能看出来么,1
2887,胸膜炎,结核胸膜炎x光会显示吗,结核胸膜炎拍x光有用吗,1
2888,胸膜炎,结核胸膜炎x光会显示吗,什么情况下需要拍x光,0
2888,胸膜炎,结核胸膜炎x光会显示吗,结核胸膜炎是咳嗽引起的吗,0
2888,胸膜炎,结核胸膜炎x光会显示吗,结核胸膜炎自愈后会不会复发,0
2888,胸膜炎,结核胸膜炎x光能看出来么,结核胸膜炎拍x光有用吗,1
2889,胸膜炎,结核胸膜炎x光能看出来么,什么情况下需要拍x光,0
2895,胸膜炎,肺炎胸膜炎会引起室早吗？,肺炎胸膜炎能不能引起室早,1
2896,胸膜炎,肺炎胸膜炎会引起室早吗？,肺炎胸膜炎引起室早的可能性大吗,1
2897,胸膜炎,肺炎胸膜炎会引起室早吗？,肺炎胸膜炎不治疗会怎么办,0
2897,胸膜炎,肺炎胸膜炎会引起室早吗？,肺炎胸膜炎有什么症状,0
2897,胸膜炎,肺炎胸膜炎会引起室早吗？,肺炎胸膜炎什么样人群容易得,0
2897,胸膜炎,肺炎胸膜炎能不能引起室早,肺炎胸膜炎引起室早的可能性大吗,1
2898,胸膜炎,肺炎胸膜炎能不能引起室早,肺炎胸膜炎不治疗会怎么办,0
2904,胸膜炎,初治結核性胸膜炎用什么药,初治結核性胸膜炎用什么药效果好,1
2905,胸膜炎,初治結核性胸膜炎用什么药,初治結核性胸膜炎应该用什么药啊,1
2906,胸膜炎,初治結核性胸膜炎用什么药,初治結核性胸膜炎好治吗,0
2906,胸膜炎,初治結核性胸膜炎用什么药,初治結核性胸膜炎都有什么症状,0
2906,胸膜炎,初治結核性胸膜炎用什么药,初治結核性胸膜炎需要拍片吗,0
2906,胸膜炎,初治結核性胸膜炎用什么药效果好,初治結核性胸膜炎应该用什么药啊,1
2907,胸膜炎,初治結核性胸膜炎用什么药效果好,初治結核性胸膜炎好治吗,0
2913,胸膜炎,胸膜炎康复后胸痛怎么办,胸膜炎康复后胸痛如何是好,1
2914,胸膜炎,胸膜炎康复后胸痛怎么办,胸膜炎康复后胸还痛怎么办,1
2915,胸膜炎,胸膜炎康复后胸痛怎么办,胸膜炎康复后不能吃什么,0
2915,胸膜炎,胸膜炎康复后胸痛怎么办,胸膜炎康复后会不会复发,0
2915,胸膜炎,胸膜炎康复后胸痛怎么办,胸膜炎康复后跟没生病前一样吗,0
2915,胸膜炎,胸膜炎康复后胸痛如何是好,胸膜炎康复后胸还痛怎么办,1
2916,胸膜炎,胸膜炎康复后胸痛如何是好,胸膜炎康复后不能吃什么,0
2922,胸膜炎,胸膜炎康复后能喝啤酒吗,胸膜炎康复后能不能喝啤酒,1
2923,胸膜炎,胸膜炎康复后能喝啤酒吗,胸膜炎康复后喝啤酒可以吗,1
2924,胸膜炎,胸膜炎康复后能喝啤酒吗,肺炎喝啤酒有什么危害,0
2924,胸膜炎,胸膜炎康复后能喝啤酒吗,胸膜炎康复后胸痛怎么办,0
2924,胸膜炎,胸膜炎康复后能喝啤酒吗,胸膜炎康复后还会复发吗,0
2924,胸膜炎,胸膜炎康复后能不能喝啤酒,胸膜炎康复后喝啤酒可以吗,1
2925,胸膜炎,胸膜炎康复后能不能喝啤酒,肺炎喝啤酒有什么危害,0
2931,胸膜炎,"胸膜炎积水,需要抽水怎么抽","胸膜炎积水,需要怎么抽水",1
2932,胸膜炎,"胸膜炎积水,需要抽水怎么抽","胸膜炎积水,应该怎么抽水",1
2933,胸膜炎,"胸膜炎积水,需要抽水怎么抽","胸膜炎积水,排不出水怎么办",0
2933,胸膜炎,"胸膜炎积水,需要抽水怎么抽",胸膜炎积水是什么引起的,0
2933,胸膜炎,"胸膜炎积水,需要抽水怎么抽",胸膜炎积水如何治疗,0
2933,胸膜炎,"胸膜炎积水,需要怎么抽水","胸膜炎积水,应该怎么抽水",1
2934,胸膜炎,"胸膜炎积水,需要怎么抽水","胸膜炎积水,排不出水怎么办",0
2940,胸膜炎,胸膜炎会引起喉咙干，痒，痛吗？,胸膜炎可能导致喉咙干痒痛的情况吗？,1
2941,胸膜炎,胸膜炎会引起喉咙干，痒，痛吗？,得了胸膜炎，会不会引发嗓子不舒服，比如喉咙干痒痛？,1
2942,胸膜炎,胸膜炎会引起喉咙干，痒，痛吗？,胸膜炎会引起什么后遗症,0
2942,胸膜炎,胸膜炎会引起喉咙干，痒，痛吗？,喉咙干，氧，痛该吃什么药,0
2942,胸膜炎,胸膜炎会引起喉咙干，痒，痛吗？,喉咙干，氧，痛吃西瓜霜管用吗,0
2942,胸膜炎,胸膜炎可能导致喉咙干痒痛的情况吗？,得了胸膜炎，会不会引发嗓子不舒服，比如喉咙干痒痛？,1
2943,胸膜炎,胸膜炎可能导致喉咙干痒痛的情况吗？,胸膜炎会引起什么后遗症,0
2949,胸膜炎,胸膜炎恢复期间为什么总是前胸痛,胸膜炎恢复期间总是前胸痛为什么,1
2950,胸膜炎,胸膜炎恢复期间为什么总是前胸痛,为什么胸膜炎恢复期间总是前胸痛,1
2951,胸膜炎,胸膜炎恢复期间为什么总是前胸痛,胸膜炎恢复期间用补营养品吗,0
2951,胸膜炎,胸膜炎恢复期间为什么总是前胸痛,前胸痛是什么引起的,0
2951,胸膜炎,胸膜炎恢复期间为什么总是前胸痛,胸膜炎恢复期间能运动吗,0
2951,胸膜炎,胸膜炎恢复期间总是前胸痛为什么,为什么胸膜炎恢复期间总是前胸痛,1
2952,胸膜炎,胸膜炎恢复期间总是前胸痛为什么,胸膜炎恢复期间用补营养品吗,0
2958,胸膜炎,长期久坐会得胸膜炎吗？,长期久坐可能得胸膜炎吗？,1
2959,胸膜炎,长期久坐会得胸膜炎吗？,长期久坐得胸膜炎的可能性大吗,1
2960,胸膜炎,长期久坐会得胸膜炎吗？,长期久坐有什么危害,0
2960,胸膜炎,长期久坐会得胸膜炎吗？,长期久坐对走路有影响吗,0
2960,胸膜炎,长期久坐会得胸膜炎吗？,长期久坐会得颈椎病吗,0
2960,胸膜炎,长期久坐可能得胸膜炎吗？,长期久坐得胸膜炎的可能性大吗,1
2961,胸膜炎,长期久坐可能得胸膜炎吗？,长期久坐有什么危害,0
2967,胸膜炎,右侧胸膜炎为什么左胸偶尔疼痛,右侧胸膜炎左胸偶尔疼痛为什么,1
2968,胸膜炎,右侧胸膜炎为什么左胸偶尔疼痛,右侧胸膜炎为啥左胸偶尔疼痛,1
2969,胸膜炎,右侧胸膜炎为什么左胸偶尔疼痛,右侧胸膜炎需不需要拍片,0
2969,胸膜炎,右侧胸膜炎为什么左胸偶尔疼痛,左胸偶尔疼痛是得了心脏病吗,0
2969,胸膜炎,右侧胸膜炎为什么左胸偶尔疼痛,左胸偶尔疼痛什么引起的,0
2969,胸膜炎,右侧胸膜炎左胸偶尔疼痛为什么,右侧胸膜炎为啥左胸偶尔疼痛,1
2970,胸膜炎,右侧胸膜炎左胸偶尔疼痛为什么,右侧胸膜炎需不需要拍片,0
2976,胸膜炎,胸膜炎治好后胸痛是复发了吗,胸膜炎治好后胸痛是复发的症状吗,1
2977,胸膜炎,胸膜炎治好后胸痛是复发了吗,胸痛是不是胸膜炎又复发了吗,1
2978,胸膜炎,胸膜炎治好后胸痛是复发了吗,胸膜炎治好后能剧烈运动吗,0
2978,胸膜炎,胸膜炎治好后胸痛是复发了吗,胸痛是咋回事,0
2978,胸膜炎,胸膜炎治好后胸痛是复发了吗,胸痛需要看医生吗,0
2978,胸膜炎,胸膜炎治好后胸痛是复发的症状吗,胸痛是不是胸膜炎又复发了吗,1
2979,胸膜炎,胸膜炎治好后胸痛是复发的症状吗,胸膜炎治好后能剧烈运动吗,0
2985,胸膜炎,胸膜炎能在幼儿园上班吗,胸膜炎能在幼儿园工作可以吗,1
2986,胸膜炎,胸膜炎能在幼儿园上班吗,胸膜炎可以在幼儿园上班吗,1
2987,胸膜炎,胸膜炎能在幼儿园上班吗,胸膜炎能去公共场所吗,0
2987,胸膜炎,胸膜炎能在幼儿园上班吗,胸膜炎能在家保守治疗吗,0
2987,胸膜炎,胸膜炎能在幼儿园上班吗,胸膜炎患者不能去什么地方,0
2987,胸膜炎,胸膜炎能在幼儿园工作可以吗,胸膜炎可以在幼儿园上班吗,1
2988,胸膜炎,胸膜炎能在幼儿园工作可以吗,胸膜炎能去公共场所吗,0
2994,胸膜炎,男朋友咬破胸部会得胸膜炎吗,男朋友咬破胸部得胸膜炎的可能性大吗,1
2995,胸膜炎,男朋友咬破胸部会得胸膜炎吗,男朋友咬破胸部可能得胸膜炎吗,1
2996,胸膜炎,男朋友咬破胸部会得胸膜炎吗,男朋友咬破胸部怎么样清理,0
2996,胸膜炎,男朋友咬破胸部会得胸膜炎吗,男朋友咬破胸部不处理会感冒吗,0
2996,胸膜炎,男朋友咬破胸部会得胸膜炎吗,男朋友咬破胸部会有其他并发症吗,0
2996,胸膜炎,男朋友咬破胸部得胸膜炎的可能性大吗,男朋友咬破胸部可能得胸膜炎吗,1
2997,胸膜炎,男朋友咬破胸部得胸膜炎的可能性大吗,男朋友咬破胸部怎么样清理,0
3003,胸膜炎,豆腐炖黄豆芽对胸膜炎有好处吗,豆腐炖黄豆芽对胸膜炎有什么益处吗,1
3004,胸膜炎,豆腐炖黄豆芽对胸膜炎有好处吗,胸膜炎吃豆腐炖黄豆芽有好处吗,1
3005,胸膜炎,豆腐炖黄豆芽对胸膜炎有好处吗,豆腐炖黄豆芽对身体补充什么,0
3005,胸膜炎,豆腐炖黄豆芽对胸膜炎有好处吗,食补豆腐炖黄豆芽能治什么病,0
3005,胸膜炎,豆腐炖黄豆芽对胸膜炎有好处吗,胸膜炎自愈后需要定期检查吗,0
3005,胸膜炎,豆腐炖黄豆芽对胸膜炎有什么益处吗,胸膜炎吃豆腐炖黄豆芽有好处吗,1
3006,胸膜炎,豆腐炖黄豆芽对胸膜炎有什么益处吗,豆腐炖黄豆芽对身体补充什么,0
3012,胸膜炎,胸膜炎与穿内衣的松紧有关吗,胸膜炎与穿内衣的松紧有没有关系,1
3013,胸膜炎,胸膜炎与穿内衣的松紧有关吗,胸膜炎与穿内衣的松紧关系大吗,1
3014,胸膜炎,胸膜炎与穿内衣的松紧有关吗,胸膜炎好了能喝酒吗,0
3014,胸膜炎,胸膜炎与穿内衣的松紧有关吗,胸膜炎患者穿内衣用特别料子吗,0
3014,胸膜炎,胸膜炎与穿内衣的松紧有关吗,得了胸膜炎应该及时治疗吗,0
3014,胸膜炎,胸膜炎与穿内衣的松紧有没有关系,胸膜炎与穿内衣的松紧关系大吗,1
3015,胸膜炎,胸膜炎与穿内衣的松紧有没有关系,胸膜炎好了能喝酒吗,0
3021,胸膜炎,胸膜炎会引起输卵管堵塞吗,胸膜炎有可能引起输卵管堵塞吗,1
3022,胸膜炎,胸膜炎会引起输卵管堵塞吗,胸膜炎有没有可能会导致输卵管堵塞,1
3023,胸膜炎,胸膜炎会引起输卵管堵塞吗,输卵管堵塞会怀孕吗,0
3023,胸膜炎,胸膜炎会引起输卵管堵塞吗,引起输卵管堵塞的跟平时吃东西有没有关系,0
3023,胸膜炎,胸膜炎会引起输卵管堵塞吗,输卵管堵塞该怎么治疗,0
3023,胸膜炎,胸膜炎有可能引起输卵管堵塞吗,胸膜炎有没有可能会导致输卵管堵塞,1
3024,胸膜炎,胸膜炎有可能引起输卵管堵塞吗,输卵管堵塞会怀孕吗,0
3030,胸膜炎,胸膜炎吃什么可以消除积水,吃什么可以消除胸膜炎积水,1
3031,胸膜炎,胸膜炎吃什么可以消除积水,胸膜炎吃什么消除积水效果好,1
3032,胸膜炎,胸膜炎吃什么可以消除积水,胸膜炎胸痛吃什么可以减轻,0
3032,胸膜炎,胸膜炎吃什么可以消除积水,可以快速消除积水的办法有什么,0
3032,胸膜炎,胸膜炎吃什么可以消除积水,胸膜炎能喝红酒吗,0
3032,胸膜炎,吃什么可以消除胸膜炎积水,胸膜炎吃什么消除积水效果好,1
3033,胸膜炎,吃什么可以消除胸膜炎积水,胸膜炎胸痛吃什么可以减轻,0
3039,胸膜炎,慢性胸膜炎做ct能看出来来吗,慢性胸膜炎做ct可以看出来吗,1
3040,胸膜炎,慢性胸膜炎做ct能看出来来吗,慢性胸膜炎做ct能不能看出来,1
3041,胸膜炎,慢性胸膜炎做ct能看出来来吗,慢性胸膜炎主要检查什么指标,0
3041,胸膜炎,慢性胸膜炎做ct能看出来来吗,慢性胸膜炎传染吗,0
3041,胸膜炎,慢性胸膜炎做ct能看出来来吗,慢性胸膜炎用住院吗,0
3041,胸膜炎,慢性胸膜炎做ct可以看出来吗,慢性胸膜炎做ct能不能看出来,1
3042,胸膜炎,慢性胸膜炎做ct可以看出来吗,慢性胸膜炎主要检查什么指标,0
3048,胸膜炎,结核胸膜炎能同时喝补血的吗,结核胸膜炎能同时喝补血的可以吗,1
3049,胸膜炎,结核胸膜炎能同时喝补血的吗,得了结核胸膜炎能喝补血的东西吗,1
3050,胸膜炎,结核胸膜炎能同时喝补血的吗,结核胸膜炎患者用隔离吗,0
3050,胸膜炎,结核胸膜炎能同时喝补血的吗,结核胸膜炎咳嗽一直不好咋回事,0
3050,胸膜炎,结核胸膜炎能同时喝补血的吗,结核胸膜炎不能干什么,0
